 0.0000000000E+00 5.7950000000E-05
 5.0000000000E-01 1.4279800000E-04
 1.0000000000E+00 6.1243000000E-04
 1.5000000000E+00 1.9155890000E-03
 2.5000000000E+00 2.8475220000E-03
 3.0000000000E+00 2.4762450000E-03
 3.5000000000E+00 2.1989940000E-03
 4.0000000000E+00 1.2415350000E-03
 4.5000000000E+00 9.8416200000E-04
 5.0000000000E+00 1.1944320000E-03
 5.5000000000E+00 1.5623570000E-03
 6.0000000000E+00 2.0530520000E-03
 6.5000000000E+00 1.9776230000E-03
 7.0000000000E+00 2.3589130000E-03
 7.5000000000E+00 1.9682940000E-03
 8.0000000000E+00 1.7052590000E-03
 8.5000000000E+00 6.3805300000E-04
 9.0000000000E+00 2.6542300000E-04
 9.5000000000E+00 1.4348500000E-04
