 0.0000000000E+00 2.6461900000E-04
 5.0000000000E-01 1.2256350000E-03
 1.0000000000E+00 8.2856420000E-03
 1.5000000000E+00 1.9608736000E-02
 2.5000000000E+00 3.2143593000E-02
 3.0000000000E+00 2.8500319000E-02
 3.5000000000E+00 2.2346258000E-02
 4.0000000000E+00 1.4883280000E-02
 4.5000000000E+00 3.1853910000E-03
 5.0000000000E+00 8.1050400000E-03
 5.5000000000E+00 1.8574476000E-02
 6.0000000000E+00 1.5812397000E-02
 6.5000000000E+00 3.4641266000E-02
 7.0000000000E+00 3.2725811000E-02
 7.5000000000E+00 3.2966614000E-02
 8.0000000000E+00 2.4583817000E-02
 8.5000000000E+00 1.4471412000E-02
 9.0000000000E+00 6.4882640000E-03
 9.5000000000E+00 6.7574500000E-04
