 0.0000000000E+00 3.5130200000E-04
 5.0000000000E-01 2.8142000000E-04
 1.0000000000E+00 1.0800060000E-03
 1.5000000000E+00 2.3651420000E-03
 2.5000000000E+00 4.0285590000E-03
 3.0000000000E+00 5.0672290000E-03
 3.5000000000E+00 5.4424410000E-03
 4.0000000000E+00 5.8960320000E-03
 4.5000000000E+00 7.4755550000E-03
 5.0000000000E+00 6.0450430000E-03
 5.5000000000E+00 6.0077310000E-03
 6.0000000000E+00 5.4599050000E-03
 6.5000000000E+00 4.6494600000E-03
 7.0000000000E+00 3.6034290000E-03
 7.5000000000E+00 2.6994350000E-03
 8.0000000000E+00 2.1129250000E-03
 8.5000000000E+00 1.2348440000E-03
 9.0000000000E+00 7.2926300000E-04
 9.5000000000E+00 2.5157600000E-04
