 0.0000000000E+00 1.2693000000E-04
 5.0000000000E-01 2.0959680000E-03
 1.0000000000E+00 1.1147857000E-02
 1.5000000000E+00 2.0424843000E-02
 2.5000000000E+00 6.1823730000E-03
 3.0000000000E+00 1.1445165000E-02
 3.5000000000E+00 3.3556461000E-02
 4.0000000000E+00 4.9497604000E-02
 4.5000000000E+00 5.9553146000E-02
 5.0000000000E+00 6.0301781000E-02
 5.5000000000E+00 5.4186821000E-02
 6.0000000000E+00 3.3317089000E-02
 6.5000000000E+00 1.4730692000E-02
 7.0000000000E+00 6.2466260000E-03
 7.5000000000E+00 2.0418167000E-02
 8.0000000000E+00 2.4648666000E-02
 8.5000000000E+00 1.7001629000E-02
 9.0000000000E+00 9.1240410000E-03
 9.5000000000E+00 9.2782800000E-04
