 0.0000000000E+00 1.3696400000E-04
 5.0000000000E-01 3.2195750000E-03
 1.0000000000E+00 1.7981529000E-02
 1.5000000000E+00 2.9317856000E-02
 2.5000000000E+00 2.0415306000E-02
 3.0000000000E+00 6.2882300000E-03
 3.5000000000E+00 9.1755390000E-03
 4.0000000000E+00 1.8494368000E-02
 4.5000000000E+00 2.2524834000E-02
 5.0000000000E+00 1.9627094000E-02
 5.5000000000E+00 1.1904716000E-02
 6.0000000000E+00 3.8843150000E-03
 6.5000000000E+00 9.9297760000E-03
 7.0000000000E+00 1.6679525000E-02
 7.5000000000E+00 2.1134853000E-02
 8.0000000000E+00 2.0449877000E-02
 8.5000000000E+00 1.5273571000E-02
 9.0000000000E+00 6.9430470000E-03
 9.5000000000E+00 9.3700700000E-04
